Site,Begin,End,Estimated.Total.Span,Peak.Pop
LZ0927,1025,1200,175,29
LZ0929,550,1200,650,1
LZ0931,1050,1150,100,14
LZ0934,1050,1200,150,18
LZ0936,1050,1175,125,3
LZ0937,550,1150,600,
LZ0939,550,1150,600,7
LZ0940,550,1150,600,4
LZ0955,550,1200,650,3
LZ0956,1050,1200,150,1
LZ0958,550,1200,650,
LZ0964,1050,1175,125,8
LZ0969,1050,1200,150,4
LZ0973,1050,1200,150,3
LZ0974,1050,1200,150,
LZ0975,1025,1150,125,4
LZ0977,550,1150,600,2
LZ0978,850,1200,350,22
LZ0979,1050,1150,100,5
LZ0980,1050,1200,150,14
LZ0982,550,950,400,3
LZ0983,550,950,400,
LZ0986,1025,1175,150,8
LZ0987,1025,1300,275,2
LZ0988,550,950,400,
LZ1001,550,1300,750,2
LZ1004,850,1300,450,6
LZ1007,1050,1300,250,2
LZ1008,1050,1200,150,6
LZ1009,1050,1200,150,8
LZ1010,1000,1175,175,9
LZ1012,1050,1300,250,12
LZ1013,1050,1200,150,1
LZ1014,1050,1200,150,5
LZ1015,1025,1150,125,12
LZ1016,850,1200,350,5
LZ1018,1100,1300,200,10
LZ1019,550,1300,750,12
LZ1020-1,550,1300,750,6
LZ1023,550,1100,550,3
LZ1025,550,1300,750,8
LZ1033,875,1300,425,1
LZ1034,1025,1300,275,2
LZ1035,1200,1300,100,7
LZ1036-1,1050,1300,250,8
LZ1038,1050,1300,250,6
LZ1043,1175,1300,125,
LZ1044,550,1175,625,
LZ1045,550,1150,600,2
LZ1047,1050,1300,250,6
LZ1052,550,950,400,
LZ1053,550,1150,600,
LZ1054,1175,1300,125,
LZ1058,1050,1300,250,6
LZ1060,1200,1300,100,6
LZ1061,550,1300,750,4
LZ1062-1,1200,1300,100,3
LZ1063,1200,1300,100,2
LZ1064,550,950,400,3
LZ1065,850,1300,450,2
LZ1067,1050,1175,125,12
LZ1070,1000,1175,175,2
LZ1071,550,950,400,
LZ1072,550,950,400,3
LZ1073,550,950,400,
LZ1074,550,875,325,
LZ1075,550,1300,750,
LZ1076-1,1175,1300,125,30
LZ1077,550,950,400,
LZ1078,550,1300,750,
LZ1081,1175,1300,125,6
LZ1082,1000,1100,100,
LZ1083,550,1150,600,3
LZ1085,550,950,400,
LZ1087,550,1175,625,3
LZ1088,550,950,400,
LZ1091,1050,1300,250,4
LZ1092,1025,1300,275,4
LZ1095,1000,1300,300,3
LZ1096,550,1200,650,6
LZ1097,1000,1300,300,
LZ1099,1050,1150,100,8
LZ1100,1050,1300,250,
LZ1103,1050,1300,250,28
LZ1105,1050,1225,175,
LZ1228,1200,1300,100,9
LZ1229,1200,1325,125,10
LZ1232,1200,1300,100,18
LZ1234,1200,1300,100,13
LZ1245,1200,1300,100,32
LZ1257,1200,1300,100,6
LZ1277,1050,1200,150,
LZ1298,1200,1300,100,11
LZ1301,1200,1300,100,20
LZ1302,1200,1300,100,30
LZ1303,1275,1325,50,4
LZ1305,1050,1300,250,30
LZ1307,1200,1300,100,100
LZ1309,1200,1300,100,2
LZ1310,1200,1300,100,36
LZ1312,1050,1300,250,
LZ1313,1200,1300,100,8
LZ1316,1200,1300,100,8
LZ1320,1200,1300,100,6
LZ1322,1000,1325,325,1
LZ1323,1200,1300,100,35
LZ1324,1200,1300,100,6
LZ1327,1275,1325,50,
LZ1329,1200,1300,100,
LZ1330,1200,1300,100,
LZ1335,1050,1300,250,
LZ1338,1000,1150,150,
LZ1340,1200,1300,100,
LZ1341,1200,1300,100,6
LZ1342,1200,1300,100,8
LZ2025,1025,1300,275,1
LZ2026,900,1200,300,15
LZ2027,550,1300,750,
LZ2029,900,1200,300,12
LZ2030,1025,1200,175,3
LZ2031,1025,1300,275,1
LZ2032,550,1300,750,3
LZ2033,550,1050,500,6
LZ2040,550,1300,750,2
LZ2044,700,1200,500,5
LZ2052,875,1025,150,
LZ2053,875,1150,275,4
LZ2054,550,1200,650,3
LZ2055,1025,1200,175,
LZ2060,1025,1200,175,
LZ2066,550,1000,450,
LZ2077,875,1025,150,
Maddox Ranch,1200,1450,250,250
Madera Quemada,1000,1350,350,13
Malpais,1350,1450,100,250
Malpais Spring,1050,1300,250,36
Mancos Canyon,800,1175,375,
Many Farms,1050,1300,250,75
Mariah Site,1100,1250,150,
Maricopa Road Site,875,1150,275,150
Marijilda Ruin,1300,1350,50,63
Martin Site 1,800,925,125,
Mashonpi,1250,1300,50,50
Mats'a:kya Ruin,1375,1675,300,901
Matsonpi,1200,1300,100,50
May Canyon,800,925,125,
MC 110,775,1350,575,
McCreery,1050,1150,100,5
McDermott-1,900,1125,225,13
McDermott-2,900,1125,225,35
McDermott-4,900,1125,225,5
McPhee Village,800,1050,250,500
Meddler Point Complex,1050,1325,275,7
Meddler Point Mound,750,1325,575,65
Median Village,1100,1200,100,19
Medicine Fort,900,1100,200,1
Megalith Site,550,950,400,50
Mendoza Canyon,1150,1300,150,50
Mercer Ruin,1300,1450,150,263
Mesa de Buenavista,1200,1450,250,50
Mesa de Mesquital,700,1450,750,15
Mesa de San Juan,700,1450,750,15
Mesa El Pintor,700,1450,750,15
Mesa Grande,1200,1450,250,567
Mesa Tierra,1000,1275,275,35
Metate,1200,1450,250,250
Methodist Church,1000,1325,325,66
Middle of the Road Site,1175,1325,150,7
Millard,800,925,125,
Mindeleff's Cavate Lodges,1300,1400,100,286
Mineral Creek,1050,1275,225,10
Mirabal,1200,1300,100,743
Mitchell Springs,750,1175,425,150
Mitten Rock,800,1125,325,16
Modesty House,1200,1300,100,8
Mogollon Village,775,900,125,
Montezuma Alta,1200,1450,250,250
Montezuma Castle A & B,1100,1400,300,65
Montezuma Village North,1100,1275,175,175
Montezuma Village South,1000,1250,250,30
Montezuma Well (E.Rim),1150,1375,225,28
Montoya,1000,1300,300,40
Moqui Rock Pueblo,1100,1300,200,50
Morefield,800,1175,375,
Morris 39,875,1175,300,300
Morris 41,1000,1275,275,500
Morris Little Site,600,1100,500,4
Morris' Old Fort,1050,1275,225,75
Mosiptanga,1200,1325,125,215
Mountain Lion Hamlet,1100,1300,200,8
Mouse House,1075,1175,100,
Mud Springs Ruin,1325,1375,50,55
Mud Springs--Fremont,1100,1250,150,
Mud Springs--Northern San Juan,1050,1250,200,
Muddy Water,900,1150,250,24
Mukwitch Village,1100,1250,150,1
Mungyaovi,1200,1300,100,20
Murphy Site--Safford East,1200,1450,250,12
Murphy Site--Safford West,950,1300,350,20
MW 94-156,1200,1450,250,
MW 94-178,1200,1450,250,
MW 94-182,1200,1450,250,
MW 94-190,1200,1450,250,
MW 94-191,1200,1450,250,
MW 94-192,1200,1450,250,
MW 94-197,1200,1450,250,
MW 94-198,1200,1450,250,
MW 94-199,1200,1450,250,
MW 94-202,1200,1450,250,
MW 94-206,1200,1450,250,
MW 94-207,1200,1450,250,
MW 94-208,1200,1450,250,
MW 94-209,1200,1450,250,
MW 94-213,1200,1450,250,
MW 94-216,1200,1450,250,
MW 94-217,1200,1450,250,
MW 94-219,1200,1450,250,
MW 94-225,1200,1450,250,
MW 94-227,1200,1450,250,
MW 94-228,1200,1450,250,
MW 94-231,1200,1450,250,
MW 94-234,1200,1450,250,
MW 94-235,1200,1450,250,
MW 94-236,1200,1450,250,
MW 94-237,1200,1450,250,
MW 94-238,1200,1450,250,
MW 94-239,1200,1450,250,
MW 94-240,1200,1450,250,
MW 94-241,1200,1450,250,
MW 94-243,1200,1450,250,269
MW 94-244,1350,1450,100,15
MW 94-246,1200,1450,250,71
MW 94-247,1200,1450,250,2
MW 94-248,1200,1450,250,40
MW 94-249,1200,1450,250,34
MW 94-250,1200,1450,250,12
MW 94-253,1200,1450,250,148
MW 94-254,1200,1450,250,75
MW 94-256,1200,1450,250,96
MW 94-257,1200,1450,250,103
MW 94-258,1200,1450,250,42
MW 94-259,1200,1450,250,67
MW 94-260,1200,1450,250,352
MW 94-268,1350,1450,100,219
MW 94-271,1200,1450,250,84
MW 94-272,1200,1450,250,235
MW 94-273,1200,1450,250,419
MW 94-274,1200,1450,250,10
MW 94-276,1200,1450,250,154
MW 94-278,1200,1450,250,21
MW 94-279,1200,1450,250,31
MW 94-281,1350,1450,100,1
MW 94-282,1350,1450,100,38
MW 94-283,1200,1450,250,442
MW 94-284,1200,1450,250,23
MW 94-285,1200,1450,250,152
MW 94-286,1200,1450,250,1
MW 94-288,1200,1450,250,56
MW 94-290,1200,1450,250,17
MW 94-292,1200,1450,250,135
MW 94-293,1200,1450,250,462
MW 94-294,1200,1450,250,4
MW 94-295,1200,1450,250,381
MW 94-296,1200,1450,250,62
MW 94-297,1200,1450,250,113
MW 94-298,1200,1450,250,110
MW 94-299,1200,1450,250,27
MW 94-300,1200,1450,250,73
MW 94-301,1200,1450,250,83
MW 94-302,1200,1450,250,1
MW 94-303,1200,1450,250,96
MW 94-304,1200,1450,250,104
MW 94-306,1200,1450,250,190
MW 94-308,1200,1450,250,
MW 94-309,1200,1450,250,246
MW 94-310,1200,1450,250,67
MW 94-311,1200,1450,250,116
MW 94-312,1200,1450,250,408
MW 94-313,1200,1450,250,35
MW 94-314,1200,1450,250,52
MW 94-315,1200,1450,250,488
MW 94-316,1200,1450,250,745
MW 94-317,1200,1450,250,80
MW 94-318,1200,1450,250,37
MW 94-319,1200,1450,250,33
MW 94-321,1200,1450,250,47
MW 94-322,1200,1450,250,92
MW 94-323,1200,1450,250,115
MW 94-324,1200,1450,250,17
MW 94-325,1200,1450,250,160
MW 94-326,1200,1450,250,1
MW 94-327,1200,1450,250,265
MW 94-329,1200,1450,250,31
MW 94-330,1200,1450,250,102
MW 94-331,1200,1450,250,18
MW 94-332,1200,1450,250,177
MW 94-333,1200,1450,250,77
MW 94-334,1200,1450,250,21
MW 94-336,1200,1450,250,41
MW 94-337,1200,1450,250,195
MW 94-338,1200,1450,250,113
MW 94-341,1200,1450,250,57
MW 94-342,1200,1450,250,58
MW 94-343,1200,1450,250,43
MW 94-344,1200,1450,250,15
MW 94-345,1200,1450,250,199
MW 94-346,1350,1450,100,1082
MW 94-349,1200,1450,250,
MW 94-350,1200,1450,250,
MW 94-351,1200,1450,250,178
MW 94-352,1350,1450,100,1
MW 94-353,1200,1450,250,130
MW 94-354,1200,1450,250,600
MW 94-355,1200,1450,250,1
MW 94-380,1200,1450,250,
MW 95-167,1200,1450,250,
MW 95-170,1200,1450,250,
MW 95-172,1200,1450,250,
MW 95-173,1200,1450,250,
MW 95-174,1200,1450,250,
MW 95-175,1200,1450,250,
MW 95-176,1200,1450,250,
MW 95-177,1200,1450,250,
MW 95-210,1200,1450,250,
MW 95-232,1200,1450,250,
MW 95-242,1200,1450,250,
MW 95-360,1200,1450,250,22
MW 95-361,1200,1450,250,18
MW 95-362,1200,1450,250,
MW 95-363,900,1125,225,
MW 95-364,1200,1450,250,195
MW 95-367,1200,1450,250,
MW 95-368,1000,1450,450,
MW 95-369,1200,1450,250,60
MW 95-370,1200,1450,250,190
MW 95-371,1200,1450,250,377
MW 95-375,1200,1450,250,136
MW 95-376,1200,1450,250,364
MW 95-377,1200,1450,250,
MW 95-378,1200,1450,250,154
MW 95-379,1200,1450,250,44
MW 95-380,1200,1450,250,
MW 95-381,1200,1450,250,74
MW 95-382,1200,1450,250,21
MW 95-383,1200,1450,250,56
MW 95-385,1200,1450,250,134
MW 95-386,1200,1450,250,192
MW 95-391,1200,1450,250,230
MW 95-397,1200,1450,250,
MW 95-398,1200,1450,250,
MW 95-399,1200,1450,250,
MW 95-400,1200,1450,250,
MW 95-402,1200,1450,250,26
MW 95-403,1200,1450,250,88
MW 95-404,1200,1450,250,26
MW 95-406,1200,1450,250,198
MW 95-407,1200,1450,250,29
MW 95-412,1200,1450,250,
MW 95-413,1200,1450,250,185
MW 95-414,1200,1450,250,
MW 95-415,1200,1450,250,
MW 95-416,1200,1450,250,65
MW 95-417,1200,1450,250,14
MW 95-418,1200,1450,250,
MW 95-422,1200,1450,250,69
MW 95-423,1200,1450,250,
MW 95-424,1200,1450,250,254
MW 95-425,1200,1450,250,42
MW 95-426,1200,1450,250,38
MW 95-427,1200,1450,250,75
MW 95-428,1200,1450,250,16
MW 95-429,1200,1450,250,
MW 95-430,1200,1450,250,
MW 95-431,1200,1450,250,69
MW 95-432,1200,1450,250,
MW 95-433,1200,1450,250,23
MW 95-434,1200,1450,250,
MW 95-437,1200,1450,250,42
MW 95-438,900,1450,550,
MW 95-440,1200,1450,250,39
MW 95-441,1200,1450,250,101
MW 95-442,1200,1450,250,15
MW 95-446,1200,1450,250,194
MW 95-447,1200,1450,250,302
MW 95-448,900,1125,225,592
MW 95-450,1200,1450,250,39
MW 95-453,1200,1450,250,27
MW 95-454,1200,1450,250,24
MW 95-455,1200,1450,250,
MW 95-456,1200,1450,250,312
MW 95-458,1200,1450,250,54
MW 95-460,1200,1450,250,346
MW 95-461,1200,1450,250,
MW 95-462,1200,1450,250,
MW 95-465,1200,1450,250,
MW 95-466,1200,1450,250,17
MW 95-467,1200,1450,250,
MW 95-468,1200,1450,250,42
MW 95-469,1200,1450,250,285
MW 95-470,1200,1450,250,
MW 95-472,1200,1450,250,16
MW 95-473,1200,1450,250,
MW 95-474,1200,1450,250,
MW 95-475,1200,1450,250,62
MW 95-476,1200,1450,250,
MW 95-477,1350,1450,100,16
MW 95-478,1200,1450,250,35
MW 95-479,1200,1450,250,118
MW 95-480,900,1125,225,
MW 95-481,1000,1450,450,
MW 95-482,1200,1450,250,15
MW 95-483,1000,1450,450,
MW 95-484,1200,1450,250,806
MW 95-485,1200,1450,250,14
MW 95-487,1200,1450,250,93
MW 95-488,1200,1450,250,16
MW 95-489,1200,1450,250,24
MW 95-490,1200,1450,250,
MW 95-492,1200,1450,250,
MW 95-493,1200,1450,250,20
MW 95-494,1200,1450,250,31
MW 95-495,1200,1450,250,64
MW 95-496,1200,1450,250,120
MW 95-497,1200,1450,250,
MW 95-499,1200,1450,250,15
MW 95-500,900,1125,225,
MW 95-501,1200,1450,250,554
MW 95-502,1200,1450,250,23
MW 95-503,1200,1450,250,15
MW 95-504,1200,1450,250,244
MW 95-505,1200,1450,250,33
MW 95-506,1200,1450,250,235
MW 95-507,1200,1450,250,646
MW 95-508,1200,1450,250,134
MW 95-509,1200,1450,250,14
MW 95-510,1200,1450,250,
MW 95-511,1200,1450,250,385
MW 95-512,1200,1450,250,35
MW 95-513,1200,1450,250,18
MW 95-514,900,1125,225,
MW 95-515,1200,1450,250,45
MW 95-516,1200,1450,250,104
MW 95-517,1200,1450,250,40
MW 95-518,1200,1450,250,
MW 95-519,1200,1450,250,25
MW 95-520,1200,1450,250,30
MW 95-521,1200,1450,250,29
MW 95-523,1200,1450,250,53
MW 95-524,1200,1450,250,283
MW 95-525,1200,1450,250,13
MW 95-526,1200,1450,250,
MW 95-527,1200,1450,250,36
MW 95-530,1200,1450,250,48
MW 95-531,1200,1450,250,19
MW 95-532,1200,1450,250,
MW 95-535,1200,1450,250,
MW 95-537,1200,1450,250,56
MW 95-539,1200,1450,250,48
MW 95-540,1200,1450,250,
MW 95-543,1200,1450,250,192
MW 95-544,1200,1450,250,406
MW 95-547,1200,1450,250,67
MW 95-548,1200,1450,250,190
MW 95-549,1200,1450,250,71
MW 95-550,1200,1450,250,23
MW 95-551,1200,1450,250,23
MW 95-552,1200,1450,250,49
MW 95-553,1200,1450,250,
MW 95-554,1200,1450,250,
MW 95-555,900,1450,550,
MW 95-556,1200,1450,250,
MW 95-558,900,1125,225,
MW 95-559,1200,1450,250,
MW 95-560,1200,1450,250,
MW 95-563,1200,1450,250,452
MW 95-564,1200,1450,250,425
NA 10019,1325,1375,50,28
NA 10020,1350,1450,100,31
NA 10065,1325,1450,125,32
NA 10067,1300,1450,150,20
NA 10070,1325,1450,125,60
NA 10088,550,700,150,18
NA 10738,1000,1100,100,9
NA 10741,1050,1200,150,6
NA 10755 PH 1,1100,1250,150,3
NA 10756,1100,1250,150,15
NA 10757,1100,1250,150,12
NA 11024,1075,1200,125,4
NA 11032,1200,1300,100,15
NA 11055,1075,1225,150,6
NA 11058,550,950,400,9
NA 11059,1025,1225,200,14
NA 11080,1000,1175,175,3
NA 11102,550,950,400,9
NA 11103,1250,1300,50,7
NA 11124,1050,1200,150,6
NA 1121,900,1100,200,3
NA 1123,900,1100,200,3
NA 11250,1050,1250,200,33
NA 11485,600,1150,550,
NA 11542,625,950,325,3
NA 11543,625,925,300,18
NA 11545,700,850,150,9
NA 11546a,600,950,350,3
NA 11546b,1050,1175,125,17
NA 11547,625,950,325,20
NA 11904,600,950,350,
NA 1237B,900,1100,200,3
NA 1238,925,1200,275,3
NA 12557,1300,1400,100,17
NA 12574,1000,1150,150,3
NA 1293,825,1000,175,6
NA 13317,1300,1450,150,38
NA 13803,550,925,375,
NA 13804,550,950,400,3
NA 13805,600,950,350,6
NA 13806,625,925,300,
NA 13808,625,950,325,
NA 13898,1050,1275,225,22
NA 14605,600,1100,500,
NA 14606,1375,1450,75,
NA 14609,1375,1450,75,
NA 14610,1150,1225,75,
NA 14611,1150,1225,75,
NA 14612,550,950,400,
NA 14613,625,875,250,
NA 14614,550,950,400,
NA 14615,1050,1450,400,
NA 14616,1075,1150,75,
NA 14617,1050,1175,125,
NA 14654,850,1050,200,45
NA 14681,700,1100,400,3
NA 14683,825,1000,175,6
NA 14727,1025,1175,150,9
NA 1507E,1000,1100,100,3
NA 152/153,1000,1100,100,
NA 1524,900,1175,275,48
NA 1554,1050,1175,125,18
NA 1570,1000,1100,100,18
NA 1600,1000,1100,100,4
NA 1625,900,1100,200,9
NA 1633,825,1050,225,3
NA 1680,950,1100,150,3
NA 1754,1075,1225,150,6
NA 1907,900,1050,150,12
NA 1914,900,1175,275,9
NA 1918,825,1000,175,48
NA 2001,900,1200,300,12
NA 2004,1050,1175,125,3
NA 2098,1050,1200,150,6
NA 2133,1050,1150,100,24
NA 2134,1000,1150,150,12
NA 2135,1000,1100,100,12
NA 2421,1000,1300,300,
NA 2460,900,1050,150,
NA 2551,900,1000,100,3
NA 2798,900,1000,100,3
NA 2800,825,1000,175,3
NA 2979,900,1000,100,
NA 30262,1100,1300,200,13
NA 30263,600,850,250,3
NA 30265,1200,1300,100,6
NA 3029A,875,1100,225,3
NA 3035,1150,1300,150,75
NA 30445,1200,1300,100,6
NA 30447,550,950,400,3
NA 30448,550,950,400,3
NA 30452,600,1300,700,19
NA 30453,600,1250,650,18
NA 30454,1200,1300,100,13
NA 30455,600,1100,500,3
NA 30457,1050,1175,125,
NA 30458,600,1175,575,16
NA 30459,550,950,400,9
NA 30460,1075,1175,100,3
NA 30463,600,925,325,6
NA 30465,550,1000,450,9
NA 30466,600,1000,400,6
NA 30468,600,1000,400,6
NA 30469,600,825,225,3
NA 30470,600,1300,700,
NA 30471,550,950,400,3
NA 30476,600,850,250,3
NA 30480,600,1000,400,3
NA 30481,1325,1375,50,3
NA 30483,600,1000,400,
NA 30484,600,850,250,3
NA 30490,600,850,250,3
NA 30503,550,950,400,9
NA 30504,550,925,375,9
NA 30517,1200,1300,100,
NA 30518,625,850,225,
NA 30519,600,950,350,12
NA 30520,600,850,250,12
NA 30521,1200,1300,100,3
NA 30523,1200,1300,100,
NA 30525,625,1275,650,3
NA 30530,1050,1300,250,3
NA 30533,1200,1300,100,3
NA 30537,1000,1450,450,12
NA 30538,1000,1225,225,
NA 30539,1025,1100,75,6
NA 30542,625,1100,475,
NA 30543,1000,1200,200,9
NA 30554,1000,1100,100,
NA 3056,850,1050,200,3
NA 30642,600,850,250,9
NA 30644,1050,1175,125,6
NA 30645,550,1050,500,3
NA 30646,1200,1300,100,
NA 30648,1025,1100,75,
NA 30652,1075,1175,100,
NA 30654,1625,1900,275,
NA 30657,1075,1175,100,3
NA 30665,1200,1300,100,
NA 30666,1125,1300,175,
NA 30715,825,1100,275,9
NA 30716,625,850,225,12
NA 30717,625,1100,475,12
NA 30719,1200,1300,100,
NA 30720,550,1050,500,9
NA 30721,625,850,225,3
NA 30722,625,875,250,6
NA 30723,625,850,225,9
NA 30724,550,950,400,6
NA 30725,625,1100,475,
NA 30726,625,875,250,3
NA 30728,550,950,400,6
NA 30731,1000,1625,625,6
NA 30733,550,950,400,6
NA 30734,1150,1225,75,
NA 30735,600,850,250,9
NA 30738,600,1300,700,
NA 30740,825,950,125,
NA 30741,825,950,125,3
NA 30742,550,1000,450,6
NA 30745,600,1175,575,3
NA 30747,625,1100,475,6
NA 30751,825,1000,175,3
NA 30752,825,1000,175,3
NA 30757,1000,1100,100,3
NA 30758,825,1000,175,
NA 30771,625,1350,725,21
NA 30774,1775,1900,125,
NA 30776,600,850,250,
NA 30812,1050,1250,200,
NA 31030,1000,1175,175,15
NA 31031,1050,1175,125,6
NA 31032,1000,1250,250,6
NA 31033,1150,1225,75,9
NA 31034,1325,1450,125,
NA 31037,600,1175,575,15
NA 31038,850,1100,250,8
NA 31040,600,1000,400,9
NA 31041,600,1175,575,9
NA 31042,1050,1200,150,9
NA 31043,600,1225,625,9
NA 31045,600,950,350,21
NA 31046,1150,1300,150,7
NA 31047,600,1000,400,30
NA 31048,1075,1225,150,
NA 31051,1200,1300,100,2
NA 31054,1000,1175,175,3
NA 31056,600,1450,850,18
NA 31057,600,1000,400,30
NA 31060,600,1175,575,9
NA 31061,1775,1900,125,
NA 31063,1375,1450,75,
NA 31065,1375,1450,75,
NA 31067,1200,1300,100,6
NA 31068,1200,1300,100,3
NA 31069,1200,1300,100,
NA 31079,600,950,350,24
NA 31080,825,1000,175,6
NA 31081,600,950,350,
NA 31083,600,1175,575,23
NA 31084,600,825,225,16
NA 31085,550,1175,625,4
NA 31086,1025,1175,150,1
NA 31087,850,1000,150,
NA 31093,1000,1225,225,
NA 31096,1000,1225,225,
NA 31105,1000,1100,100,
NA 31106,1075,1225,150,6
NA 31109,850,1100,250,
NA 31110,550,950,400,
NA 31111,550,950,400,
NA 31330,1000,1100,100,
NA 31483,1050,1225,175,10
NA 3644,1000,1200,200,30
NA 3696,600,950,350,9
NA 408A,950,1200,250,6
NA 4157,1075,1300,225,65
NA 4158,1025,1225,200,50
NA 4230,1050,1250,200,40
NA 4232,1100,1250,150,50
NA 4566,1050,1325,275,52
NA 4580,1200,1300,100,63
NA 5142,900,1100,200,3
NA 5149,1000,1100,100,4
NA 5150,900,1100,200,3
NA 5151,900,1100,200,3
NA 5155,900,1250,350,1
NA 5159,900,1100,200,1
NA 5166,900,1100,200,3
NA 5167,1000,1200,200,1
NA 5585,1100,1300,200,23
NA 5628,1225,1300,75,16
NA 5651,1150,1300,150,13
NA 5653,600,1300,700,36
NA 5654,1225,1300,75,13
NA 5749,625,850,225,3
NA 6583,825,1000,175,6
NA 6586,1025,1150,125,3
NA 6639,850,1000,150,3
NA 6706,1050,1225,175,9
NA 680,1050,1225,175,10
NA 7447a,1000,1200,200,3
NA 7447b,1125,1225,100,7
NA 7548,1200,1300,100,7
NA 7549,1125,1300,175,4
NA 7827,1100,1300,200,3
NA 8011,875,1050,175,3
NA 8012,875,1275,400,4
NA 8013,850,1150,300,14
NA 8014,850,1100,250,8
NA 8015,850,1000,150,1
NA 8044,1025,1200,175,
NA 8163,1050,1300,250,16
NA 8164,600,925,325,3
NA 8166,600,925,325,6
NA 8168,1050,1175,125,
NA 8171,1125,1225,100,
NA 8173,600,1125,525,3
NA 8800,550,950,400,
NA 8816,1100,1300,200,35
NA 8820,1200,1300,100,38
NA 8839,1100,1300,200,40
NA 8886,1050,1300,250,18
NA 8895,1100,1300,200,18
NA 8936,1050,1150,100,8
NA 8939b,550,1175,625,6
NA 8941,550,850,300,3
NA 8942b,700,1150,450,6
NA 8943b,700,850,150,6
NA 8944b,550,925,375,18
NA 8948,700,850,150,18
NA 8968,600,1000,400,13
NA 9025,1100,1250,150,20
NA 9029,1100,1250,150,14
NA 9041,1100,1250,150,19
NA 9046,1050,1250,200,20
NA 9050,1100,1275,175,15
NA 9167,1050,1150,100,
NA 9168,1100,1250,150,
NA 9170,1150,1225,75,
NA 9171,1050,1225,175,
NA 9172,1050,1250,200,
NA 9173,1100,1225,125,3
NA 9174,1100,1250,150,
NA 9175,1100,1250,150,1
NA 9176,1100,1225,125,
NA 9177,1000,1150,150,1
NA 9178,1000,1150,150,
NA 9179,1100,1225,125,
NA 9180,1100,1225,125,
NA 9183,1100,1225,125,1
NA 9185,825,1000,175,
NA 9186,1100,1250,150,1
NA 9188,1050,1250,200,1
NA 9189,1100,1225,125,8
NA 9190,1050,1250,200,
NA 9191,1050,1225,175,
NA 9192,600,1100,500,9
NA 9193,850,1150,300,
NA 9194,1050,1250,200,
NA 9195,1050,1150,100,
NA 9196,825,1250,425,
NA 9197,1050,1150,100,
NA 9198,1050,1150,100,
NA 9199,1050,1225,175,
NA 9200,1100,1225,125,
NA 9201,1050,1225,175,
NA 9202,1050,1150,100,
NA 9203,1100,1225,125,2
NA 9204,1050,1150,100,
NA 9205,1100,1250,150,2
NA 9206,1050,1150,100,2
NA 9207,1100,1250,150,3
NA 9208,1100,1225,125,
NA 9227,1075,1250,175,
NA 9243,1050,1225,175,3
NA 9244,850,1200,350,3
NA 9246,1050,1225,175,6
NA 9247,1050,1250,200,6
NA 9248,1000,1175,175,3
NA 9249,875,1000,125,3
NA 9250,825,1000,175,3
NA 9251,1050,1225,175,3
NA 9252,1000,1100,100,9
NA 9253,1050,1225,175,3
NA 9254,1050,1150,100,6
NA 9255,1050,1225,175,3
NA 9256,1000,1150,150,3
NA 9257,1050,1225,175,6
NA 9258,1100,1225,125,3
NA 9259,1050,1150,100,3
NA 9261,1000,1150,150,6
NA 9262,1050,1225,175,3
NA 9263,1100,1225,125,6
NA 9264,1100,1225,125,9
NA 9265,1050,1250,200,2
NA 9266,1100,1225,125,9
NA 9267,1050,1150,100,3
NA 9268,1050,1225,175,6
NA 9269,1050,1150,100,2
NA 9270,1050,1225,175,3
NA 9271,1050,1225,175,9
NA 9272,1100,1250,150,3
NA 9273,1050,1225,175,6
NA 9274,1100,1250,150,3
NA 9275,1050,1225,175,6
NA 9276,1100,1225,125,6
NA 9277,1050,1250,200,6
NA 9278,1000,1100,100,
NA 9279,1100,1225,125,6
NA 9280,1100,1225,125,15
NA 9281,1100,1250,150,9
NA 9282,1100,1225,125,3
NA 9283,1050,1150,100,3
NA 9284,1050,1250,200,6
NA 9285,1100,1225,125,9
NA 9286,1050,1175,125,3
NA 9287,1050,1250,200,6
NA 9288,1150,1225,75,
NA 9289,1100,1225,125,9
NA 9290,1100,1225,125,6
NA 9291,1100,1225,125,6
NA 9292,1100,1225,125,3
NA 9293,1100,1225,125,7
NA 9294,1100,1250,150,13
NA 9295,1100,1250,150,6
NA 9296,1100,1225,125,3
NA 9297,1100,1225,125,9
NA 9298,1100,1250,150,10
NA 9299,1100,1250,150,3
NA 9300,1100,1250,150,9
NA 9301,1100,1250,150,6
NA 9302,1050,1200,150,3
NA 9303,1150,1225,75,15
NA 9304,1050,1225,175,9
NA 9305,1100,1225,125,3
NA 9306,1050,1150,100,3
NA 9307,1100,1225,125,3
NA 9308,1100,1225,125,9
NA 9309,1050,1150,100,12
NA 9310,1100,1250,150,3
NA 9311,1100,1225,125,18
NA 9312,1050,1225,175,3
NA 9313,1050,1250,200,9
NA 9314,1100,1250,150,6
NA 9315,1100,1250,150,9
NA 9316,1100,1250,150,12
NA 9317,1100,1250,150,3
NA 9318,1150,1225,75,15
NA 9319,1100,1225,125,6
NA 9320,1100,1250,150,6
NA 9321,1100,1225,125,9
NA 9322,1050,1250,200,12
NA 9323,1050,1225,175,6
NA 9324,1100,1225,125,19
NA 9325,1150,1225,75,11
NA 9326,1100,1225,125,3
NA 9327,1100,1250,150,9
NA 9328,1100,1250,150,6
NA 9329,1075,1225,150,6
NA 9330,1050,1150,100,6
