Site Occupation Location,Site Component,SubOc1,Period,Period No.,Period Start,Period End,Estimated Span,Area (ha),Population
CHLoc1,CH-AZ-1,B,AZ,8,1150,1520,185,6.1,70
CHLoc10,CH-AZ-10,A,AZ,8,1150,1520,185,1.1,15
CHLoc100,CH-AZ-100,B,AZ,8,1150,1520,185,1.2,10
CHLoc101,CH-AZ-101,A,AZ,8,1150,1520,185,0.8,10
CHLoc102,CH-AZ-102,B,AZ,8,1150,1520,370,7.3,70
CHLoc103,CH-AZ-103,B,AZ,8,1150,1520,185,23.8,240
CHLoc104,CH-AZ-104,B,AZ,8,1150,1520,185,2.8,30
CHLoc105,CH-AZ-105,A,AZ,8,1150,1520,185,2.9,30
CHLoc106,CH-AZ-106,B,AZ,8,1150,1520,185,2.6,30
CHLoc107,CH-AZ-107,A,AZ,8,1150,1520,185,9.8,100
CHLoc100,CH-AZ-108,B,AZ,8,1150,1520,185,7.5,150
CHLoc109,CH-AZ-109,B,AZ,8,1150,1520,185,8.3,80
CHLoc11,CH-AZ-11,A,AZ,8,1150,1520,185,0.2,10
CHLoc110,CH-AZ-110,A,AZ,8,1150,1520,185,0.8,10
CHLoc111,CH-AZ-111,B,AZ,8,1150,1520,185,32,320
CHLoc112,CH-AZ-112,B,AZ,8,1150,1520,185,1,15
CHLoc113,CH-AZ-113,A,AZ,8,1150,1520,185,0.2,10
CHLoc114,CH-AZ-114,A,AZ,8,1150,1520,370,2.6,20
CHLoc115,CH-AZ-115,A,AZ,8,1150,1520,185,1,10
CHLoc116,CH-AZ-116,A,AZ,8,1150,1520,185,2.2,20
CHLoc117,CH-AZ-117,A,AZ,8,1150,1520,185,0.7,10
CHLoc118,CH-AZ-118,A,AZ,8,1150,1520,185,0.7,10
CHLoc119,CH-AZ-119,A,AZ,8,1150,1520,185,0.8,15
CHLoc12,CH-AZ-12,A,AZ,8,1150,1520,370,0.7,10
CHLoc120,CH-AZ-120,A,AZ,8,1150,1520,185,21,200
CHLoc121,CH-AZ-121,A,AZ,8,1150,1520,185,0.4,10
CHLoc122,CH-AZ-122,A,AZ,8,1150,1520,185,0.4,10
CHLoc123,CH-AZ-123,A,AZ,8,1150,1520,185,0.4,10
CHLoc124,CH-AZ-124,A,AZ,8,1150,1520,185,0.3,10
CHLoc125,CH-AZ-125,A,AZ,8,1150,1520,185,0.6,10
CHLoc126,CH-AZ-126,A,AZ,8,1150,1520,185,6.7,70
CHLoc127,CH-AZ-127,A,AZ,8,1150,1520,370,65.3,700
CHLoc128,CH-AZ-128,A,AZ,8,1150,1520,185,21,200
CHLoc129,CH-AZ-129,A,AZ,8,1150,1520,185,8.1,100
CHLoc13,CH-AZ-13,A,AZ,8,1150,1520,370,1.3,20
CHLoc130,CH-AZ-130,A,AZ,8,1150,1520,185,19.7,200
CHLoc131,CH-AZ-131,A,AZ,8,1150,1520,185,13.4,150
CHLoc132,CH-AZ-132,A,AZ,8,1150,1520,185,6.9,100
CHLoc133,CH-AZ-133,A,AZ,8,1150,1520,185,0.6,10
CHLoc134,CH-AZ-134,A,AZ,8,1150,1520,185,1.3,10
CHLoc135,CH-AZ-135,A,AZ,8,1150,1520,185,0.7,10
CHLoc136,CH-AZ-136,A,AZ,8,1150,1520,185,0.5,10
CHLoc137,CH-AZ-137,B,AZ,8,1150,1520,185,3.1,30
CHLoc138,CH-AZ-138,A,AZ,8,1150,1520,185,4.1,50
CHLoc139,CH-AZ-139,A,AZ,8,1150,1520,185,4.9,50
CHLoc14,CH-AZ-14,A,AZ,8,1150,1520,370,2.5,40
CHLoc140,CH-AZ-140,A,AZ,8,1150,1520,185,11.2,100
CHLoc141,CH-AZ-141,A,AZ,8,1150,1520,185,2.1,30
CHLoc142,CH-AZ-142,A,AZ,8,1150,1520,185,0.6,10
CHLoc143,CH-AZ-143,A,AZ,8,1150,1520,185,0.6,10
CHLoc144,CH-AZ-144,A,AZ,8,1150,1520,185,6,60
CHLoc145,CH-AZ-145,A,AZ,8,1150,1520,185,2.9,30
CHLoc146,CH-AZ-146,A,AZ,8,1150,1520,185,0.6,10
CHLoc147,CH-AZ-147,A,AZ,8,1150,1520,185,0.3,10
CHLoc148,CH-AZ-148,A,AZ,8,1150,1520,185,10.2,100
CHLoc149,CH-AZ-149,A,AZ,8,1150,1520,185,0.8,10
CHLoc15,CH-AZ-15,C,AZ,8,1150,1520,185,13.9,140
CHLoc150,CH-AZ-150,A,AZ,8,1150,1520,185,0.3,20
CHLoc151,CH-AZ-151,A,AZ,8,1150,1520,185,6.2,50
CHLoc152,CH-AZ-152,A,AZ,8,1150,1520,185,6.9,70
CHLoc153,CH-AZ-153,A,AZ,8,1150,1520,185,3.8,40
CHLoc154,CH-AZ-154,A,AZ,8,1150,1520,370,5.7,50
CHLoc155,CH-AZ-155,A,AZ,8,1150,1520,370,2.5,25
CHLoc156,CH-AZ-156,B,AZ,8,1150,1520,185,4.7,60
CHLoc156,CH-AZ-157,B,AZ,8,1150,1520,185,2.4,30
CHLoc158,CH-AZ-158,A,AZ,8,1150,1520,370,1.2,20
CHLoc159,CH-AZ-159,A,AZ,8,1150,1520,370,2.8,30
CHLoc16,CH-AZ-16,B,AZ,8,1150,1520,185,3,30
CHLoc160,CH-AZ-160,A,AZ,8,1150,1520,185,1.5,30
CHLoc161,CH-AZ-161,A,AZ,8,1150,1520,370,7,70
CHLoc162,CH-AZ-162,B,AZ,8,1150,1520,370,17.9,360
CHLoc162,CH-AZ-163,B,AZ,8,1150,1520,370,0.5,10
CHLoc162,CH-AZ-164,B,AZ,8,1150,1520,370,0.2,10
CHLoc165,CH-AZ-165,A,AZ,8,1150,1520,370,0.8,10
CHLoc166,CH-AZ-166,B,AZ,8,1150,1520,370,0.5,10
CHLoc167,CH-AZ-167,B,AZ,8,1150,1520,185,1.5,15
CHLoc168,CH-AZ-168,A,AZ,8,1150,1520,185,2.5,50
CHLoc169,CH-AZ-169,B,AZ,8,1150,1520,185,0.1,
CHLoc17,CH-AZ-17,C,AZ,8,1150,1520,185,4.3,30
CHLoc170,CH-AZ-170,B,AZ,8,1150,1520,185,13.2,150
CHLoc171,CH-AZ-171,A,AZ,8,1150,1520,370,0.5,10
CHLoc172,CH-AZ-172,B,AZ,8,1150,1520,185,249.5,12500
CHLoc173,CH-AZ-173,A,AZ,8,1150,1520,185,2.3,40
CHLoc174,CH-AZ-174,A,AZ,8,1150,1520,370,7.7,80
CHLoc175,CH-AZ-175,A,AZ,8,1150,1520,185,5.5,100
CHLoc176,CH-AZ-176,A,AZ,8,1150,1520,185,0.5,10
CHLoc177,CH-AZ-177,A,AZ,8,1150,1520,185,0.8,10
CHLoc178,CH-AZ-178,A,AZ,8,1150,1520,185,0.2,10
CHLoc179,CH-AZ-179,B,AZ,8,1150,1520,185,0.1,
CHLoc18,CH-AZ-18,A,AZ,8,1150,1520,370,8.3,80
CHLoc180,CH-AZ-180,A,AZ,8,1150,1520,185,0.1,
CHLoc181,CH-AZ-181,A,AZ,8,1150,1520,185,0.8,10
CHLoc179,CH-AZ-182,B,AZ,8,1150,1520,185,0.9,10
CHLoc183,CH-AZ-183,A,AZ,8,1150,1520,185,0.9,10
CHLoc184,CH-AZ-184,A,AZ,8,1150,1520,185,0.8,10
CHLoc185,CH-AZ-185,A,AZ,8,1150,1520,185,1.6,20
CHLoc186,CH-AZ-186,A,AZ,8,1150,1520,370,25.4,500
CHLoc187,CH-AZ-187,B,AZ,8,1150,1520,185,4.7,100
CHLoc188,CH-AZ-188,A,AZ,8,1150,1520,185,0.2,50
CHLoc189,CH-AZ-189,A,AZ,8,1150,1520,185,1.5,20
CHLoc19,CH-AZ-19,A,AZ,8,1150,1520,370,0.7,10
CHLoc190,CH-AZ-190,A,AZ,8,1150,1520,185,7.7,160
CHLoc191,CH-AZ-191,A,AZ,8,1150,1520,185,3.9,80
CHLoc192,CH-AZ-192,A,AZ,8,1150,1520,370,62.1,2500
CHLoc193,CH-AZ-193,A,AZ,8,1150,1520,185,0.2,30
CHLoc194,CH-AZ-194,A,AZ,8,1150,1520,370,4.1,100
CHLoc195,CH-AZ-195,A,AZ,8,1150,1520,185,4.4,90
CHLoc196,CH-AZ-196,A,AZ,8,1150,1520,185,0.1,30
CHLoc197,CH-AZ-197,A,AZ,8,1150,1520,185,2.5,50
CHLoc198,CH-AZ-198,B,AZ,8,1150,1520,185,0.1,
CHLoc199,CH-AZ-199,A,AZ,8,1150,1520,185,0.1,20
CHLoc2,CH-AZ-2,B,AZ,8,1150,1520,185,4.1,80
CHLoc20,CH-AZ-20,A,AZ,8,1150,1520,370,4.3,90
CHLoc200,CH-AZ-200,A,AZ,8,1150,1520,185,1,20
CHLoc201,CH-AZ-201,A,AZ,8,1150,1520,185,0.5,10
CHLoc202,CH-AZ-202,A,AZ,8,1150,1520,185,2.3,30
CHLoc203,CH-AZ-203,A,AZ,8,1150,1520,185,0.4,10
CHLoc204,CH-AZ-204,B,AZ,8,1150,1520,370,3.8,50
CHLoc205,CH-AZ-205,A,AZ,8,1150,1520,185,5.8,100
CHLoc206,CH-AZ-206,A,AZ,8,1150,1520,185,0.1,10
CHLoc207,CH-AZ-207,A,AZ,8,1150,1520,185,0.1,10
CHLoc208,CH-AZ-208,A,AZ,8,1150,1520,185,0.1,10
CHLoc209,CH-AZ-209,A,AZ,8,1150,1520,370,0.5,10
CHLoc20,CH-AZ-21,A,AZ,8,1150,1520,370,6,60
CHLoc210,CH-AZ-210,A,AZ,8,1150,1520,185,0.1,10
CHLoc211,CH-AZ-211,A,AZ,8,1150,1520,185,0.1,10
CHLoc212,CH-AZ-212,A,AZ,8,1150,1520,370,0.5,10
CHLoc213,CH-AZ-213,A,AZ,8,1150,1520,185,1.5,30
CHLoc214,CH-AZ-214,A,AZ,8,1150,1520,185,0.1,10
CHLoc215,CH-AZ-215,A,AZ,8,1150,1520,185,0.1,10
CHLoc216,CH-AZ-216,A,AZ,8,1150,1520,185,0.1,10
CHLoc217,CH-AZ-217,A,AZ,8,1150,1520,185,0.1,20
CHLoc218,CH-AZ-218,A,AZ,8,1150,1520,185,0.1,10
CHLoc219,CH-AZ-219,A,AZ,8,1150,1520,185,0.1,10
CHLoc20,CH-AZ-22,A,AZ,8,1150,1520,370,11.7,120
CHLoc220,CH-AZ-220,A,AZ,8,1150,1520,185,0.1,10
CHLoc221,CH-AZ-221,A,AZ,8,1150,1520,185,0.1,20
CHLoc222,CH-AZ-222,A,AZ,8,1150,1520,185,0.1,10
CHLoc223,CH-AZ-223,A,AZ,8,1150,1520,185,0.1,10
CHLoc224,CH-AZ-224,A,AZ,8,1150,1520,185,0.1,10
CHLoc225,CH-AZ-225,A,AZ,8,1150,1520,185,0.1,10
CHLoc226,CH-AZ-226,A,AZ,8,1150,1520,185,0.1,15
CHLoc227,CH-AZ-227,A,AZ,8,1150,1520,185,0.1,10
CHLoc228,CH-AZ-228,A,AZ,8,1150,1520,185,0.1,10
CHLoc229,CH-AZ-229,A,AZ,8,1150,1520,185,3.6,40
CHLoc23,CH-AZ-23,B,AZ,8,1150,1520,370,80,4000
CHLoc230,CH-AZ-230,A,AZ,8,1150,1520,185,0.9,10
CHLoc231,CH-AZ-231,A,AZ,8,1150,1520,185,9.6,100
CHLoc232,CH-AZ-232,A,AZ,8,1150,1520,185,1.2,15
CHLoc233,CH-AZ-233,A,AZ,8,1150,1520,370,0.9,10
CHLoc234,CH-AZ-234,A,AZ,8,1150,1520,185,0.3,10
CHLoc235,CH-AZ-235,A,AZ,8,1150,1520,185,0.1,10
CHLoc236,CH-AZ-236,A,AZ,8,1150,1520,185,0.1,10
CHLoc237,CH-AZ-237,A,AZ,8,1150,1520,185,0.1,10
CHLoc238,CH-AZ-238,A,AZ,8,1150,1520,185,0.4,10
CHLoc239,CH-AZ-239,A,AZ,8,1150,1520,185,0.1,10
CHLoc24,CH-AZ-24,A,AZ,8,1150,1520,185,1,15
CHLoc240,CH-AZ-240,A,AZ,8,1150,1520,185,0.1,10
CHLoc241,CH-AZ-241,A,AZ,8,1150,1520,185,0.1,10
CHLoc242,CH-AZ-242,A,AZ,8,1150,1520,185,0.4,10
CHLoc243,CH-AZ-243,A,AZ,8,1150,1520,185,0.1,10
CHLoc244,CH-AZ-244,A,AZ,8,1150,1520,185,0.4,10
CHLoc245,CH-AZ-245,A,AZ,8,1150,1520,185,0.4,10
CHLoc246,CH-AZ-246,A,AZ,8,1150,1520,185,0.4,10
CHLoc247,CH-AZ-247,A,AZ,8,1150,1520,185,1.3,10
CHLoc248,CH-AZ-248,A,AZ,8,1150,1520,185,1.7,20
CHLoc249,CH-AZ-249,A,AZ,8,1150,1520,370,7,160
CHLoc25,CH-AZ-25,B,AZ,8,1150,1520,185,0.9,20
CHLoc250,CH-AZ-250,A,AZ,8,1150,1520,185,0.4,10
CHLoc251,CH-AZ-251,A,AZ,8,1150,1520,370,0.7,10
CHLoc252,CH-AZ-252,A,AZ,8,1150,1520,185,0.1,15
CHLoc253,CH-AZ-253,A,AZ,8,1150,1520,185,0.1,10
CHLoc254,CH-AZ-254,A,AZ,8,1150,1520,185,0.3,10
CHLoc255,CH-AZ-255,A,AZ,8,1150,1520,185,0.1,10
CHLoc256,CH-AZ-256,A,AZ,8,1150,1520,185,0.8,20
CHLoc257,CH-AZ-257,A,AZ,8,1150,1520,185,1.5,20
CHLoc258,CH-AZ-258,A,AZ,8,1150,1520,185,0.1,10
CHLoc259,CH-AZ-259,A,AZ,8,1150,1520,185,1.7,30
CHLoc26,CH-AZ-26,B,AZ,8,1150,1520,185,1.1,10
CHLoc260,CH-AZ-260,A,AZ,8,1150,1520,185,1.7,15
CHLoc261,CH-AZ-261,A,AZ,8,1150,1520,185,0.1,10
CHLoc262,CH-AZ-262,A,AZ,8,1150,1520,185,0.4,10
CHLoc263,CH-AZ-263,A,AZ,8,1150,1520,185,12.1,250
CHLoc264,CH-AZ-264,A,AZ,8,1150,1520,185,0.6,10
CHLoc265,CH-AZ-265,A,AZ,8,1150,1520,185,0.2,10
CHLoc266,CH-AZ-266,A,AZ,8,1150,1520,185,0.1,10
CHLoc267,CH-AZ-267,A,AZ,8,1150,1520,185,2.5,50
CHLoc268,CH-AZ-268,A,AZ,8,1150,1520,185,0.2,10
CHLoc269,CH-AZ-269,A,AZ,8,1150,1520,185,0.3,10
CHLoc27,CH-AZ-27,A,AZ,8,1150,1520,185,8.3,160
CHLoc270,CH-AZ-270,A,AZ,8,1150,1520,185,0.3,20
CHLoc271,CH-AZ-271,A,AZ,8,1150,1520,185,0.1,10
CHLoc272,CH-AZ-272,A,AZ,8,1150,1520,185,0.3,20
CHLoc273,CH-AZ-273,A,AZ,8,1150,1520,185,1.5,15
CHLoc274,CH-AZ-274,A,AZ,8,1150,1520,185,0.2,10
CHLoc275,CH-AZ-275,A,AZ,8,1150,1520,185,90,4500
CHLoc276,CH-AZ-276,A,AZ,8,1150,1520,185,0.1,10
CHLoc277,CH-AZ-277,A,AZ,8,1150,1520,185,0.1,10
CHLoc278,CH-AZ-278,B,AZ,8,1150,1520,370,2.4,50
CHLoc278,CH-AZ-279,B,AZ,8,1150,1520,370,0.8,20
CHLoc28,CH-AZ-28,A,AZ,8,1150,1520,185,0.9,20
CHLoc280,CH-AZ-280,A,AZ,8,1150,1520,185,2.6,20
CHLoc278,CH-AZ-281,B,AZ,8,1150,1520,370,1.8,15
CHLoc282,CH-AZ-282,A,AZ,8,1150,1520,370,99,2000
CHLoc283,CH-AZ-283,A,AZ,8,1150,1520,185,1,10
CHLoc284,CH-AZ-284,A,AZ,8,1150,1520,185,2.2,20
CHLoc285,CH-AZ-285,A,AZ,8,1150,1520,185,0.4,10
CHLoc286,CH-AZ-286,A,AZ,8,1150,1520,185,0.5,10
CHLoc287,CH-AZ-287,A,AZ,8,1150,1520,185,3,30
CHLoc29,CH-AZ-29,A,AZ,8,1150,1520,185,1.4,20
CHLoc3,CH-AZ-3,A,AZ,8,1150,1520,370,64,1280
CHLoc30,CH-AZ-30,A,AZ,8,1150,1520,185,0.7,10
CHLoc31,CH-AZ-31,A,AZ,8,1150,1520,185,1.8,20
CHLoc32,CH-AZ-32,A,AZ,8,1150,1520,185,0.5,10
CHLoc33,CH-AZ-33,A,AZ,8,1150,1520,185,0.2,10
CHLoc34,CH-AZ-34,A,AZ,8,1150,1520,185,0.5,10
CHLoc35,CH-AZ-35,C,AZ,8,1150,1520,185,2.7,30
CHLoc36,CH-AZ-36,A,AZ,8,1150,1520,185,1.5,15
CHLoc37,CH-AZ-37,A,AZ,8,1150,1520,370,0.7,20
CHLoc38,CH-AZ-38,B,AZ,8,1150,1520,185,0.8,10
CHLoc39,CH-AZ-39,B,AZ,8,1150,1520,185,2.8,30
CHLoc4,CH-AZ-4,C,AZ,8,1150,1520,370,3.8,40
CHLoc40,CH-AZ-40,B,AZ,8,1150,1520,185,0.9,10
CHLoc41,CH-AZ-41,A,AZ,8,1150,1520,185,400,10000
CHLoc42,CH-AZ-42,A,AZ,8,1150,1520,185,0.3,10
CHLoc43,CH-AZ-43,A,AZ,8,1150,1520,185,1.2,15
CHLoc44,CH-AZ-44,A,AZ,8,1150,1520,185,1.1,10
CHLoc45,CH-AZ-45,A,AZ,8,1150,1520,185,1.3,10
CHLoc46,CH-AZ-46,A,AZ,8,1150,1520,185,0.6,15
CHLoc47,CH-AZ-47,A,AZ,8,1150,1520,185,0.1,
CHLoc48,CH-AZ-48,A,AZ,8,1150,1520,185,1.2,10
CHLoc49,CH-AZ-49,A,AZ,8,1150,1520,185,6.3,60
CHLoc5,CH-AZ-5,A,AZ,8,1150,1520,370,70.6,1000
CHLoc50,CH-AZ-50,A,AZ,8,1150,1520,185,0.8,10
CHLoc51,CH-AZ-51,A,AZ,8,1150,1520,185,9.5,100
CHLoc52,CH-AZ-52,A,AZ,8,1150,1520,185,0.1,10
CHLoc53,CH-AZ-53,A,AZ,8,1150,1520,185,0.1,10
CHLoc54,CH-AZ-54,A,AZ,8,1150,1520,185,0.5,10
CHLoc55,CH-AZ-55,A,AZ,8,1150,1520,185,0.9,10
CHLoc56,CH-AZ-56,A,AZ,8,1150,1520,185,0.1,10
CHLoc57,CH-AZ-57,B,AZ,8,1150,1520,185,0.9,10
CHLoc58,CH-AZ-58,A,AZ,8,1150,1520,185,0.8,10
CHLoc59,CH-AZ-59,A,AZ,8,1150,1520,185,2.9,30
CHLoc6,CH-AZ-6,A,AZ,8,1150,1520,185,0.5,10
CHLoc60,CH-AZ-60,B,AZ,8,1150,1520,185,1.2,10
CHLoc61,CH-AZ-61,B,AZ,8,1150,1520,185,0.4,10
CHLoc62,CH-AZ-62,A,AZ,8,1150,1520,185,0.1,10
CHLoc63,CH-AZ-63,A,AZ,8,1150,1520,185,1,20
CHLoc64,CH-AZ-64,A,AZ,8,1150,1520,185,1.1,10
CHLoc65,CH-AZ-65,A,AZ,8,1150,1520,185,0.3,
CHLoc66,CH-AZ-66,B,AZ,8,1150,1520,185,4.1,100
CHLoc67,CH-AZ-67,A,AZ,8,1150,1520,185,0.7,30
CHLoc68,CH-AZ-68,B,AZ,8,1150,1520,185,0.8,10
CHLoc69,CH-AZ-69,B,AZ,8,1150,1520,185,0.5,10
CHLoc7,CH-AZ-7,C,AZ,8,1150,1520,185,60,800
CHLoc70,CH-AZ-70,A,AZ,8,1150,1520,185,0.4,10
CHLoc71,CH-AZ-71,A,AZ,8,1150,1520,185,0.6,10
CHLoc72,CH-AZ-72,B,AZ,8,1150,1520,370,1.1,15
CHLoc73,CH-AZ-73,B,AZ,8,1150,1520,185,0.5,10
CHLoc74,CH-AZ-74,B,AZ,8,1150,1520,185,1.5,20
CHLoc75,CH-AZ-75,A,AZ,8,1150,1520,185,0.7,10
CHLoc76,CH-AZ-76,A,AZ,8,1150,1520,185,8.5,90
CHLoc77,CH-AZ-77,A,AZ,8,1150,1520,185,0.6,10
CHLoc78,CH-AZ-78,B,AZ,8,1150,1520,185,1.1,15
CHLoc79,CH-AZ-79,B,AZ,8,1150,1520,185,0.7,10
CHLoc8,CH-AZ-8,A,AZ,8,1150,1520,185,2.5,50
CHLoc80,CH-AZ-80,A,AZ,8,1150,1520,185,0.6,10
CHLoc72,CH-AZ-81,B,AZ,8,1150,1520,370,0.7,10
CHLoc82,CH-AZ-82,B,AZ,8,1150,1520,370,1.5,20
CHLoc82,CH-AZ-83,B,AZ,8,1150,1520,370,0.7,10
CHLoc84,CH-AZ-84,A,AZ,8,1150,1520,185,0.3,10
CHLoc85,CH-AZ-85,A,AZ,8,1150,1520,185,2,20
CHLoc86,CH-AZ-86,B,AZ,8,1150,1520,185,7,80
CHLoc87,CH-AZ-87,B,AZ,8,1150,1520,185,0.7,10
CHLoc88,CH-AZ-88,B,AZ,8,1150,1520,185,0.4,10
CHLoc89,CH-AZ-89,A,AZ,8,1150,1520,185,0.5,10
CHLoc9,CH-AZ-9,C,AZ,8,1150,1520,370,5.2,60
CHLoc90,CH-AZ-90,A,AZ,8,1150,1520,185,26.7,540
CHLoc91,CH-AZ-91,A,AZ,8,1150,1520,185,5.7,40
CHLoc92,CH-AZ-92,A,AZ,8,1150,1520,185,1,20
CHLoc93,CH-AZ-93,A,AZ,8,1150,1520,185,19.1,300
CHLoc94,CH-AZ-94,B,AZ,8,1150,1520,185,41.8,840
CHLoc95,CH-AZ-95,A,AZ,8,1150,1520,185,1.8,20
CHLoc96,CH-AZ-96,A,AZ,8,1150,1520,185,0.9,30
CHLoc97,CH-AZ-97,A,AZ,8,1150,1520,185,6,100
CHLoc98,CH-AZ-98,A,AZ,8,1150,1520,185,2.5,30
CHLoc99,CH-AZ-99,A,AZ,8,1150,1520,185,1.2,10
CHLoc4,CH-CL-1,B,CL,5,100,600,250,6.7,140
CHLoc20,CH-CL-10,A,CL,5,100,600,500,5.8,60
CHLoc343,CH-CL-11,A,CL,5,100,600,250,1.4,15
CHLoc167,CH-CL-12,A,CL,5,100,600,250,2.5,30
CHLoc344,CH-CL-13,A,CL,5,100,600,250,1.1,15
CHLoc169,CH-CL-14,A,CL,5,100,600,250,33.4,500
CHLoc345,CH-CL-15,A,CL,5,100,600,250,11.3,340
CHLoc164,CH-CL-16,A,CL,5,100,600,250,0.8,10
CHLoc346,CH-CL-17,A,CL,5,100,600,250,2.1,20
CHLoc347,CH-CL-18,A,CL,5,100,600,250,1.7,30
CHLoc139,CH-CL-19,B,CL,5,100,600,250,6.6,200
CHLoc4,CH-CL-2,B,CL,5,100,600,250,2.4,25
CHLoc137,CH-CL-20,A,CL,5,100,600,250,7.1,70
CHLoc109,CH-CL-21,A,CL,5,100,600,250,2,40
CHLoc111,CH-CL-22,A,CL,5,100,600,250,1.6,30
CHLoc88,CH-CL-23,A,CL,5,100,600,250,3.2,60
CHLoc112,CH-CL-24,A,CL,5,100,600,250,15.5,400
CHLoc348,CH-CL-25,A,CL,5,100,600,250,0.5,10
CHLoc348,CH-CL-26,A,CL,5,100,600,250,2.6,20
CHLoc349,CH-CL-27,A,CL,5,100,600,250,0.9,10
CHLoc106,CH-CL-28,A,CL,5,100,600,250,0.7,10
CHLoc350,CH-CL-29,A,CL,5,100,600,250,4.8,100
CHLoc289,CH-CL-3,A,CL,5,100,600,500,2.6,30
CHLoc87,CH-CL-30,A,CL,5,100,600,250,1,10
CHLoc74,CH-CL-31,A,CL,5,100,600,250,2.1,40
CHLoc78,CH-CL-32,A,CL,5,100,600,250,7.4,150
CHLoc79,CH-CL-33,A,CL,5,100,600,250,2.1,20
CHLoc69,CH-CL-34,A,CL,5,100,600,250,0.4,10
CHLoc38,CH-CL-35,A,CL,5,100,600,250,4.1,50
CHLoc39,CH-CL-36,A,CL,5,100,600,250,3.3,100
CHLoc40,CH-CL-37,A,CL,5,100,600,250,0.9,10
CHLoc41,CH-CL-38,B,CL,5,100,600,250,6.7,200
CHLoc351,CH-CL-39,A,CL,5,100,600,250,1.9,20
CHLoc341,CH-CL-4,A,CL,5,100,600,250,0.9,10
CHLoc73,CH-CL-40,A,CL,5,100,600,250,0.4,10
CHLoc352,CH-CL-41,A,CL,5,100,600,250,1.7,10
CHLoc353,CH-CL-42,A,CL,5,100,600,250,2.2,60
CHLoc354,CH-CL-43,A,CL,5,100,600,250,1,20
CHLoc355,CH-CL-44,A,CL,5,100,600,250,3,30
CHLoc356,CH-CL-45,A,CL,5,100,600,250,2.4,20
CHLoc320,CH-CL-46,A,CL,5,100,600,250,17.3,400
CHLoc186,CH-CL-47,A,CL,5,100,600,500,0.6,10
CHLoc186,CH-CL-48,A,CL,5,100,600,500,2.2,20
CHLoc186,CH-CL-49,A,CL,5,100,600,500,5.5,100
CHLoc7,CH-CL-5,B,CL,5,100,600,250,3.4,30
CHLoc179,CH-CL-50,A,CL,5,100,600,250,0.2,10
CHLoc192,CH-CL-51,A,CL,5,100,600,500,4.7,50
CHLoc204,CH-CL-52,A,CL,5,100,600,250,1.7,30
CHLoc359,CH-CL-53,A,CL,5,100,600,250,3,50
CHLoc282,CH-CL-54,A,CL,5,100,600,500,18.3,360
CHLoc340,CH-CL-55,A,CL,5,100,600,250,3.3,50
CHLoc278,CH-CL-56,A,CL,5,100,600,250,8.5,100
CHLoc9,CH-CL-6,B,CL,5,100,600,250,2.9,30
CHLoc342,CH-CL-7,A,CL,5,100,600,250,6.2,100
CHLoc18,CH-CL-8,A,CL,5,100,600,250,1.4,10
CHLoc20,CH-CL-9,A,CL,5,100,600,500,9.5,150
CHLoc408,CH-EF-1,A,EF,1,-1640,-1100,270,8.5,250
CHLoc409,CH-EF-2,A,EF,1,-1640,-1100,270,5.2,200
CHLoc3,CH-ET-1,A,ET,6,600,900,150,3.4,30
CHLoc18,CH-ET-10,A,ET,6,600,900,300,10.2,150
CHLoc336,CH-ET-11,B,ET,6,600,900,150,2.6,40
CHLoc20,CH-ET-12,A,ET,6,600,900,300,15.8,300
CHLoc25,CH-ET-13,A,ET,6,600,900,150,0.8,20
CHLoc26,CH-ET-14,A,ET,6,600,900,150,1.6,40
CHLoc27,CH-ET-15,B,ET,6,600,900,150,3.1,30
CHLoc35,CH-ET-16,B,ET,6,600,900,150,0.6,10
CHLoc337,CH-ET-17,A,ET,6,600,900,150,3.2,100
CHLoc310,CH-ET-18,A,ET,6,600,900,150,0.8,10
CHLoc338,CH-ET-19,A,ET,6,600,900,150,0.4,10
CHLoc289,CH-ET-2,A,ET,6,600,900,300,9.4,200
CHLoc307,CH-ET-20,A,ET,6,600,900,150,0.4,10
CHLoc306,CH-ET-21,A,ET,6,600,900,150,0.4,10
CHLoc82,CH-ET-22,B,ET,6,600,900,150,1.1,30
CHLoc320,CH-ET-23,A,ET,6,600,900,300,7.6,80
CHLoc186,CH-ET-24,A,ET,6,600,900,300,77.2,2400
CHLoc339,CH-ET-25,A,ET,6,600,900,150,4.6,100
CHLoc187,CH-ET-26,A,ET,6,600,900,150,6.4,80
CHLoc172,CH-ET-27,A,ET,6,600,900,150,5.4,50
CHLoc192,CH-ET-28,A,ET,6,600,900,300,102.3,3500
CHLoc198,CH-ET-29,A,ET,6,600,900,150,0.1,
CHLoc12,CH-ET-3,A,ET,6,600,900,150,0.5,10
CHLoc331,CH-ET-30,A,ET,6,600,900,150,0.7,10
CHLoc282,CH-ET-31,A,ET,6,600,900,300,35.5,800
CHLoc340,CH-ET-32,A,ET,6,600,900,150,2.4,50
CHLoc334,CH-ET-4,A,ET,6,600,900,150,3.3,60
CHLoc15,CH-ET-5,B,ET,6,600,900,150,9.1,180
CHLoc16,CH-ET-6,A,ET,6,600,900,150,3.6,40
CHLoc166,CH-ET-7,B,ET,6,600,900,150,42.1,1200
CHLoc17,CH-ET-8,B,ET,6,600,900,150,3,50
CHLoc17,CH-ET-9,B,ET,6,600,900,150,3.3,50
